지점,지점명,일시,평균기온(°C),평균최고기온(°C),평균최저기온(°C),평균상대습도(%),월합강수량(00~24h만)(mm),평균풍속(m/s),최대풍속(m/s),일조율(%),합계 일사량(MJ/m2),평균지면온도(°C)
119,수원,2016-11,7,12.3,2.2,64,17.4,1.7,5.7,54.45,211.07,6.8
119,수원,2016-12,1.7,6.9,-2.9,67,63.4,1.6,6.4,53.21,185.35,1.4
119,수원,2017-01,-1.5,3.8,-6.2,65,19.4,1.7,6.8,66.75,233.11,-.4
119,수원,2017-02,0,5.5,-5.2,60,22.5,2,6.4,68.49,292.05,-.3
119,수원,2017-03,5.7,12.5,.1,58,9,1.9,6.8,66.39,419.62,5.8
119,수원,2017-04,13.2,20.1,7.5,60,52.5,2.1,8.3,64.49,482.32,15.1
119,수원,2017-05,18.4,25.3,12.4,63,22.5,2,8.8,68.99,581.1,23
119,수원,2017-06,22.4,28.7,17.3,67,27.6,2,6.8,62.59,553.96,27.4
119,수원,2017-07,26.5,30.5,23.7,88,684.5,1.6,6,27.62,338.13,27.7
119,수원,2017-08,25.5,29.8,22.3,81,359.7,1.8,6.3,38.64,369,26.9
119,수원,2017-09,21.2,27.1,16.3,72,26.1,1.6,6.8,64.17,408.02,22.1
119,수원,2017-10,15.4,21.7,10.2,68,28.7,1.5,7.1,60.98,318.45,15.8
119,수원,2017-11,5.7,11.5,.4,65,37.6,1.7,7.4,63.24,234.02,5.8
119,수원,2017-12,-1.4,3.3,-5.8,62,38.5,1.8,7.2,60.48,207.9,-1.4
119,수원,2018-01,-3.6,1.3,-7.8,57,7.9,1.8,7.1,62.98,231.84,-2.3
119,수원,2018-02,-1.6,4.3,-6.8,54,29.1,2,6.8,66.41,279.52,-1.2
119,수원,2018-03,7.9,14.2,2.9,69,86,2.1,8.2,57.2,377.9,8.4
119,수원,2018-04,12.6,19.3,6.8,65,128.8,2,8.7,55.51,493.31,13.4
119,수원,2018-05,17.9,23.7,12.6,73,196.4,2,7.9,49.91,564.21,18.4
119,수원,2018-06,22.6,28.7,17.9,72,107,1.9,6.3,52.06,610.81,25.8
119,수원,2018-07,27.5,32.5,23.5,75,222.7,1.8,5.6,56.98,609.73,29.7
119,수원,2018-08,28.4,33.5,24.6,72,218.6,2.1,6.3,55.83,546.86,32.4
119,수원,2018-09,21.1,26.2,16.8,71,61.7,1.9,5.9,56.89,459.39,22.3
119,수원,2018-10,12.6,19.1,7.2,73,132.7,1.4,7.6,69.06,399.52,12.9
119,수원,2018-11,7.7,14.2,2.6,71,78.1,1.3,6.9,60.95,271.71,5.9
119,수원,2018-12,-.3,5.2,-5.1,56,24.1,1.7,5.9,67,253.86,-1.4
119,수원,2019-01,-1.1,4.9,-6.3,59,.5,1.5,6.7,71.84,286.81,-2.9
119,수원,2019-02,.8,6.8,-4.3,61,33.4,1.6,5.9,60.24,315.33,1.3
119,수원,2019-03,6.6,13.3,.9,64,39.6,1.9,7.8,55.56,433.09,6.9
119,수원,2019-04,11.7,18.2,5.7,63,43.6,1.8,6.8,52.54,487.34,12.6
119,수원,2019-05,18.4,25.9,11.8,61,26.7,2,7.2,69.89,713.17,21.7
119,수원,2019-06,22.1,27.9,17.2,71,68.8,1.8,5.7,52.11,603.82,25.3
119,수원,2019-07,25.8,30.3,22.3,77,190.9,2,7.5,32.19,436.88,28.3
119,수원,2019-08,26.8,31.5,23.1,72,117.9,1.8,7.2,56.24,548.63,27.9
119,수원,2019-09,22.3,26.8,18.3,80,201.9,1.8,13.6,40.71,372.93,22.6
119,수원,2019-10,16,21.3,10.9,79,73.1,1.7,5.6,64.65,392.02,16.4
119,수원,2019-11,7.5,13.4,2.2,73,93.2,1.7,7.5,65.21,280.96,7.3
119,수원,2019-12,1.5,5.8,-3,76,26.2,1.7,7.7,56.12,226.64,1
119,수원,2020-01,1.6,6.4,-2.6,78,61,1.6,9.4,55.82,249.4,.9
119,수원,2020-02,2.4,7.3,-2,81,59.2,1.9,8.4,60.86,320.22,2.6
119,수원,2020-03,7.1,13.3,1.2,71,19.5,2.4,9.7,69.9,520.32,7.3
119,수원,2020-04,10.5,16.6,5,69,15.8,2.7,9.5,77.28,639.12,12.9
119,수원,2020-05,17.6,23.3,13,79,97.9,1.9,8,47.39,559.39,19.7
119,수원,2020-06,23,28.5,18.6,77,91.1,2,7.7,50.82,579.08,27.3
119,수원,2020-07,23.8,27.9,20.5,83,384.7,1.9,8,31.78,436.97,25.4
119,수원,2020-08,26.7,30.2,24.1,89,659.3,2,9.1,27.65,357.68,27.2
119,수원,2020-09,21.1,25.7,17.3,79,163.4,1.9,9.9,51.72,428.77,22.3
119,수원,2020-10,13.8,19.7,8.2,70,22.2,1.5,7.5,69.25,415.47,14.8
119,수원,2020-11,7.7,12.8,2.8,70,56.8,1.8,8.1,60.07,269.88,7.9
119,수원,2020-12,-.4,4.3,-4.7,65,4.6,1.8,7,69.63,261.57,0
119,수원,2021-01,-2.4,2.6,-7.8,67,24.1,1.9,10.4,62.15,275,-1.1
119,수원,2021-02,2.2,7.8,-3.3,64,9.7,2.2,8.4,65.6,335,2.8
119,수원,2021-03,8.1,14.6,2.7,72,102.8,1.9,8.2,59.63,457.07,8.7
119,수원,2021-04,13.5,19.4,8,62,106.4,2.2,7.1,57.4,541.96,14.9
119,수원,2021-05,16.5,21.8,11.6,77,179.2,2,8.8,47.45,544.33,17.8
119,수원,2021-06,22.5,27.7,18.3,78,50.1,1.8,6.7,51.17,575.34,24.9
119,수원,2021-07,27.7,32.5,23.8,77,134.4,1.8,7.5,54.16,608.7,29.3
119,수원,2021-08,25.7,29.9,22.5,81,161.1,1.8,10.4,35.77,426.72,27.2
119,수원,2021-09,22.6,27.1,18.7,75,164.1,2.1,6.5,50.99,428.47,23.1
119,수원,2021-10,15.6,21,10.9,72,36,1.7,6.8,58.93,366.94,16.1
119,수원,2021-11,7.9,13.5,3,74,104.2,1.6,8.5,60.05,261.76,7.6
119,수원,2021-12,.7,5.7,-4,65,12.3,1.9,9.1,63.46,244.23,.7
119,수원,2022-01,-2.2,3.1,-7.3,59,3.9,1.7,7.3,71.12,302.75,-1.7
119,수원,2022-02,-1.1,4.1,-6,58,4,2.3,8.1,74.93,369.63,-.3
119,수원,2022-03,7.1,12.8,1.8,68,74.7,2,9.9,49.99,411.98,6.6
119,수원,2022-04,13.5,20,8,61,42.4,2.1,7.3,65.03,593.27,15.1
119,수원,2022-05,18.1,24.2,12.3,60,13.4,2.3,7.3,72.19,731.25,22.1
119,수원,2022-06,23.1,27.7,19.2,69,472.1,2.3,9.8,36.82,465.63,25.4
119,수원,2022-07,27.1,31.2,23.7,79,243,1.9,7.2,43.78,543.26,28.8
119,수원,2022-08,25.5,29.2,22.6,85,640.8,1.9,6.7,34.64,413.62,27
119,수원,2022-09,22.1,27.5,17.7,72,190.1,1.8,7.6,57.69,470.32,23.4
119,수원,2022-10,14.3,19.9,9.5,71,108.5,1.7,7.3,67.74,408.29,15.1
127,충주,2014-07,25.5,30.7,21.1,70,92.6,1.6,8.9,39.97,,27.9
127,충주,2014-08,23.8,28.3,20.5,79,284.3,1.6,7,30.86,,25.2
127,충주,2014-09,20.4,26.8,15.3,74,122.7,1.3,5.5,54.18,,22.1
127,충주,2014-10,13.1,20.7,7.1,72,153.8,1.4,7.1,64.86,,15
127,충주,2014-11,6.8,13.2,1.6,71,23.5,1.4,8,52.59,,7.7
127,충주,2014-12,-3.7,1.6,-8.4,64,22.9,1.7,7.5,57.97,,-.8
127,충주,2015-01,-1.7,3.4,-6.3,66,15.6,1.4,6,53.4,,-.4
127,충주,2015-02,.6,6.2,-4.3,59,22.8,1.8,7.6,55.34,,2
127,충주,2015-03,5.6,13.2,-1.6,45,31.7,1.9,7.9,73.02,,5.7
127,충주,2015-04,12.5,19,6.3,59,88.9,1.8,7.7,47.56,,12.9
127,충주,2015-05,18.5,26,10.9,53,23,1.9,8.2,67.59,,21.7
127,충주,2015-06,23,29.4,17.2,58,75,1.7,6,55.88,,27.9
127,충주,2015-07,25,29.7,21.2,70,181.6,1.7,6,36.72,,26.9
127,충주,2015-08,25.3,30.8,21,72,71.8,1.3,7.7,47.78,,27.5
127,충주,2015-09,19.9,27,14.1,65,33.8,1.3,6.2,56.95,,22.1
127,충주,2015-10,13.4,21,7.1,67,60.2,1.3,6.6,60.58,,15
127,충주,2015-11,8.7,12.8,5,75,89.9,1.3,5.7,18.4,,10
127,충주,2015-12,1.2,6.2,-3.3,70,37.5,1.2,5.2,42.5,,3.1
127,충주,2016-01,-3.2,2.2,-8.1,58,1.8,1.5,7.9,53.19,,-.7
127,충주,2016-02,-.1,6,-5.7,56,50.1,1.7,7.3,56.09,,1.2
127,충주,2016-03,6.4,13.3,-.2,51,11.9,1.4,6.4,49.06,,7.3
127,충주,2016-04,14.1,21.7,7.3,54,97.3,1.7,8.1,47.85,,14.8
127,충주,2016-05,18.8,26.6,11.2,55,70,1.8,9.9,56.57,,20.5
127,충주,2016-06,23.3,29.3,17.9,61,38.9,1.6,6.3,48.97,,27
127,충주,2016-07,25.7,30.5,22,74,374.4,1.4,6,34.63,,27.6
127,충주,2016-08,26.8,32.6,22,67,44,1.4,6.8,52.99,,30.4
127,충주,2016-09,21.5,26.9,17.3,74,60.8,1.2,5.9,32.25,,23.7
127,충주,2016-10,14.8,20.5,10.4,76,102.6,1.2,5.4,30.07,,16.7
127,충주,2016-11,5.9,12.2,.2,69,22.9,1.2,5.5,42.4,,7.5
127,충주,2016-12,.6,6.4,-4.5,70,42.4,1.3,6.3,42.75,,2.4
127,충주,2017-01,-2.5,3.4,-8,64,18,1.4,5.6,55.45,,.1
127,충주,2017-02,-.2,5.9,-6.1,59,36.2,1.6,6.5,66.08,,1.6
127,충주,2017-03,5.5,12.5,-1.1,52,22.5,1.6,7.8,60.29,,6.5
127,충주,2017-04,13.5,21,6.1,52,71.4,1.8,7.1,62.15,,14.4
127,충주,2017-05,18.7,26.4,11.1,54,32.2,1.8,7.6,67.06,,22.4
127,충주,2017-06,22.4,29.4,15.9,56,43.7,1.7,6.1,58.71,,27.9
127,충주,2017-07,26.3,30.5,23.1,79,464.3,1.2,6.1,25.06,,27.8
127,충주,2017-08,25.1,29.6,21.3,75,257.9,1.4,6.2,38.52,,27
127,충주,2017-09,19.6,26.2,14.2,72,62.4,1.1,8.2,55.57,,21.4
127,충주,2017-10,14.3,21,9.2,72,21.2,1.1,6.5,49.28,,16.2
127,충주,2017-11,4.4,11,-1.5,64,17.6,1.4,6.8,55.53,,6.4
127,충주,2017-12,-2.8,2.6,-7.9,60,25.5,1.5,8,56.6,,-.9
127,충주,2018-01,-4.7,.4,-9.3,60,14.3,1.4,6.5,52.49,,-1.5
127,충주,2018-02,-2.5,4.2,-9.1,48,35.8,1.7,7.1,64.51,,-.3
127,충주,2018-03,7.5,14.3,1.3,61,75.1,1.8,7.4,53.34,,8.5
127,충주,2018-04,12.8,20.2,5.7,57,107.9,1.9,7.3,54.59,,14.6
127,충주,2018-05,17.9,24.3,11.6,68,180,1.6,8.5,47.08,,20.1
127,충주,2018-06,22.7,29,17.3,64,63.7,1.6,5.2,51.27,,27.3
127,충주,2018-07,27.2,32.8,22.9,71,149.1,1.5,6.9,55.04,,31.5
127,충주,2018-08,27.6,33.4,23.2,70,353.3,1.6,6.2,46.49,,32
127,충주,2018-09,19.9,25.9,14.7,73,184.9,1.5,6.2,49.81,,22.2
127,충주,2018-10,11.1,18.4,5.4,76,96,1.3,7.3,53.57,,14.2
127,충주,2018-11,5.9,13.2,.4,74,50,1,7.2,52.23,,7.5
127,충주,2018-12,-1.8,4.3,-6.9,63,39,1.2,6.4,56.83,,.4
127,충주,2019-01,-2.6,4.4,-8.6,56,4.1,1.3,6.8,66.23,,-1.4
127,충주,2019-02,.4,6.5,-5.2,59,29,1.2,5.4,60.12,,2
127,충주,2019-03,6,13,-.5,59,27.9,1.5,7.4,54.13,,6.9
127,충주,2019-04,11.4,18.2,4.5,57,58.5,1.6,7.3,51.59,,13.1
127,충주,2019-05,18.3,26.5,10,54,15.4,1.7,6.9,68.11,,23
127,충주,2019-06,21.7,27.7,16.1,68,59.6,1.3,6.3,48.17,,27.4
127,충주,2019-07,25,29.9,20.9,75,161.4,1.4,5.9,30.93,,27.8
127,충주,2019-08,26,31.1,21.7,77,102.6,1.3,5.8,50.29,,28.1
127,충주,2019-09,21.1,26.3,16.6,80,165.9,1.2,10.2,35.15,,23.2
127,충주,2019-10,14.2,20.5,8.8,78,59,1.2,9.4,50.99,,15.7
127,충주,2019-11,6.2,13.4,.3,76,84.6,1.1,8.5,53.01,,7.4
127,충주,2019-12,-.1,5.3,-4.6,75,27.5,1,6.3,46.2,,1.1
127,충주,2020-01,.6,6.2,-3.9,72,60.2,1.2,7.5,46.29,,1.5
127,충주,2020-02,1.8,7.7,-3.5,69,61.9,1.3,9.3,56.82,,3.7
127,충주,2020-03,7,14.2,-.2,58,20.7,1.6,8.4,64.74,,8.5
127,충주,2020-04,10.2,17.7,2.7,51,25.9,2,8.7,69.15,,14
127,충주,2020-05,17.8,24,11.9,68,109.7,1.5,7,48.64,,21.1
127,충주,2020-06,23.4,29.2,18.3,70,112.1,1.4,6.9,45.83,,27.2
127,충주,2020-07,23.1,27.3,19.6,81,352.2,1.5,7.9,23.78,,25.9
127,충주,2020-08,26.1,30.4,22.9,85,505.6,1.2,5.7,28.58,,27.6
127,충주,2020-09,19.6,24.9,15.3,78,146.4,1.5,8.2,46.29,,22
127,충주,2020-10,11.8,19.3,5.6,74,10.7,1.1,4.9,63.39,,14.5
127,충주,2020-11,6.5,13.1,.8,69,30,1.3,6.5,56.43,,7.7
127,충주,2020-12,-2.7,3.6,-7.9,67,11.1,1.1,5.8,59.65,,.4
127,충주,2021-01,-3.6,2.7,-9.6,64,13.6,1.4,8.3,58.17,,-1.2
127,충주,2021-02,1.7,8.4,-4.7,58,12.3,1.7,7.7,67.38,,2.8
127,충주,2021-03,8.1,14.9,1.8,64,80.5,1.6,6.9,57.62,,9.6
127,충주,2021-04,13.1,19.7,6.3,54,63.4,1.9,9.9,57.74,,14.7
127,충주,2021-05,16.2,22.2,10.3,71,178.4,1.6,7.5,43.94,,18.8
127,충주,2021-06,22.1,27.6,17.3,73,130.4,1.4,5.5,44.22,,25.3
127,충주,2021-07,26.4,31.7,21.9,77,310.7,1.3,9.4,50.74,,30.4
127,충주,2021-08,24.4,28.8,20.9,80,239.9,1.3,6.5,34.07,,27.5
127,충주,2021-09,21,26,16.3,78,240.3,1.4,5.9,49.77,,23.5
127,충주,2021-10,13.8,20.3,9,80,45.5,1,5.3,50.73,,16.7
127,충주,2021-11,6.4,13.2,1.1,75,44.9,1.2,7.1,51.08,82.19,7.9
127,충주,2021-12,-.5,5.3,-5.7,69,5.6,1.2,8.3,55.2,239.22,1.4
127,충주,2022-01,-3.4,3,-9.4,62,2,.9,6.4,66.22,293.83,-.6
127,충주,2022-02,-2,4.4,-8.2,53,4.3,1.6,7.2,73.44,365.92,1.3
127,충주,2022-03,6.7,13.2,.4,64,79.9,1.3,8.1,50.16,406.57,8.9
127,충주,2022-04,13.4,21.1,5.9,56,45.8,1.3,6.2,67.57,613.94,15.9
127,충주,2022-05,17.8,25.3,10.1,56,8.6,1.5,6.3,69.49,755.72,24.2
127,충주,2022-06,22.9,28.3,17.7,70,219,1.5,5.9,39.42,555.56,27.2
127,충주,2022-07,26,30.5,22.3,81,350.5,1.3,5.6,35.89,528.94,28
127,충주,2022-08,25,28.8,21.6,82,457.3,1.1,6.7,27.84,404.34,26.8
127,충주,2022-09,20.5,26.7,15.5,76,102,1.2,6.5,56.94,496.31,23.6
127,충주,2022-10,12.7,19.5,6.8,78,96.5,1.1,5.7,57.92,392.43,15.7
131,청주,2014-07,26.5,31.3,22.6,72,125.1,1.5,5.9,38.79,529.27,28.3
131,청주,2014-08,24.9,28.9,21.7,77,197.5,1.5,5.9,31.44,410.3,25.9
131,청주,2014-09,22.3,27.5,17.8,69,147.5,1.3,4.7,53.43,432.33,24.2
131,청주,2014-10,15.5,21.6,10.1,67,151.1,1.3,6.9,64,380.03,17.1
131,청주,2014-11,9,13.9,4.6,68,24.8,1.1,4.5,52.13,233.4,9
131,청주,2014-12,-1.2,3.1,-4.9,63,32.6,1.3,4.6,56.42,222.24,.6
131,청주,2015-01,.3,4.6,-3.4,62,16,1.1,5,51.15,239.01,.8
131,청주,2015-02,2.2,7.1,-1.9,57,26.5,1.3,5,55.47,279.94,3
131,청주,2015-03,7.5,14.3,1.4,43,44.1,1.4,5.4,71.14,496.25,8.1
131,청주,2015-04,13.9,19.8,8.6,59,109.1,1.6,6.3,46.93,435.06,14.4
131,청주,2015-05,20,26.6,14,49,24.4,1.4,6.3,67.15,644.05,22.1
131,청주,2015-06,23.7,29.2,19.2,54,83.3,1.6,5.8,51.81,557.55,25.7
131,청주,2015-07,25.4,29.7,22,67,141.4,1.8,6,40.95,467.82,26.7
131,청주,2015-08,26.3,31,22.6,64,54.3,1.6,5.6,54.48,514.94,27.9
131,청주,2015-09,21.5,26.9,16.6,57,20.1,1.6,5.6,62.91,458.78,23.7
131,청주,2015-10,15.3,21.1,10.4,59,90.5,1.3,5.1,71.6,384.87,15.8
131,청주,2015-11,9.6,13.1,6.5,74,107.5,1.4,5.3,26.45,154.03,10
131,청주,2015-12,2.5,6.5,-1.2,64,39.7,1.2,5.3,48.62,192.84,2.5
131,청주,2016-01,-1.8,2.3,-5.4,56,5.7,1.3,5.3,58.65,245.37,-.6
131,청주,2016-02,1,5.9,-3.3,52,45.5,1.5,5.2,62.67,305.52,1.5
131,청주,2016-03,7.3,13.2,2.2,46,13.2,1.4,6.5,65.72,460.85,8.6
131,청주,2016-04,14.7,21.2,9,52,132.1,1.8,6.2,55.89,498.24,15.2
131,청주,2016-05,19.9,26.2,13.8,50,84.4,1.8,7.1,65.82,649.03,21.1
131,청주,2016-06,23.6,28.7,19.3,60,39.9,1.7,5.6,54.16,578.26,27.3
131,청주,2016-07,26.3,30.5,22.9,71,320,1.7,4.9,43.1,481.68,27.5
131,청주,2016-08,27.6,32.5,23.6,62,69,1.7,5.1,59.08,528.68,29.9
131,청주,2016-09,22.7,27,19,69,78.1,1.5,5.3,44.02,370.46,23.7
131,청주,2016-10,15.9,20.5,12.1,68,83.6,1.5,5.5,43.21,294.55,16.3
131,청주,2016-11,6.9,12,2.4,60,26.4,1.3,5,59.41,253.74,7
131,청주,2016-12,2.3,6.7,-1.9,61,40.1,1.3,5.2,53.57,211.97,2
131,청주,2017-01,-.8,3.7,-4.9,59,12,1.4,4.9,63.09,258.24,-.2
131,청주,2017-02,.8,5.8,-3.8,53,38.7,1.5,5.4,72.23,338.06,1.9
131,청주,2017-03,6.8,12.8,1.7,45,8.9,1.6,5.7,67.67,465.65,7.9
131,청주,2017-04,14.7,21.3,9.1,47,61.7,1.8,6.4,67.42,554.54,15.3
131,청주,2017-05,20,26.5,14.3,48,11.9,1.7,7.8,71.26,661.15,24.5
131,청주,2017-06,23.4,29.5,18.5,51,17.5,1.8,5.7,62.29,620.3,28.7
131,청주,2017-07,27.1,31.3,24.2,77,789.1,1.6,6,31.36,405.66,27.9
131,청주,2017-08,26.1,30.4,22.9,70,225.2,1.7,5.5,47.31,463.86,27.8
131,청주,2017-09,21.5,26.7,16.8,63,78.3,1.6,6.6,62.81,459.26,22.4
131,청주,2017-10,15.9,21.1,11.5,62,23.1,1.5,7,59.19,353.21,15.7
131,청주,2017-11,6.1,11.3,1.5,59,13.7,1.4,5.7,67.7,272.04,6
131,청주,2017-12,-.6,3.6,-4.6,58,21.1,1.5,5.6,62.49,238.6,-.5
131,청주,2018-01,-2.9,1.1,-6.4,60,17.6,1.5,5.3,59.27,255.67,-1.6
131,청주,2018-02,-.7,4.4,-5.5,49,30.6,1.6,6.3,71.48,326.83,-.7
131,청주,2018-03,8.5,14.6,3.2,62,81.7,1.8,8,54.55,405.33,8.3
131,청주,2018-04,14.1,20.4,8.3,55,133,1.9,6.6,60.08,557.56,14.4
131,청주,2018-05,19.3,24.8,14.3,61,92,1.9,6.6,54.49,621,20.6
131,청주,2018-06,23.8,29,19.4,58,63.3,1.9,5.1,55.77,644.32,27.4
131,청주,2018-07,28.2,32.8,24.3,66,324.9,1.7,5.9,61,640.76,30.4
131,청주,2018-08,28.9,33.5,25.2,63,247.9,2,6.9,54.45,554.85,32.5
131,청주,2018-09,21.3,25.9,17.2,66,204,1.8,5.3,56.55,465.75,22.8
131,청주,2018-10,13.3,18.7,8.7,65,112.2,1.5,7.4,66.38,415.49,14.5
131,청주,2018-11,8.4,13.8,3.6,62,45.9,1.1,5.1,59.99,278.18,8.1
131,청주,2018-12,.3,5,-3.7,55,28.5,1.4,5.3,65.11,260.23,.6
131,청주,2019-01,-.1,4.8,-4.5,52,.1,1.3,5,70.22,294.85,-1.1
131,청주,2019-02,1.9,7.1,-2.5,55,23,1.2,4.9,62.38,329.87,2
131,청주,2019-03,7.8,13.7,2.5,53,20.3,1.5,6.8,56.8,449.46,8.5
131,청주,2019-04,13.1,18.9,7.8,53,60.8,1.5,5.9,52.34,513.53,14.5
131,청주,2019-05,20.2,26.9,13.8,48,20.3,1.6,5.2,68.52,752.38,23.9
131,청주,2019-06,23,28.3,18.5,64,82.5,1.3,4.8,50.82,649.38,27.1
131,청주,2019-07,26.3,30.3,22.8,72,204.8,1.5,5.2,36.47,538.86,28.8
131,청주,2019-08,27.6,32.2,23.9,70,80.5,1.4,6.1,51.24,589.93,30.5
131,청주,2019-09,22.9,27.1,19.1,72,155.1,1.3,8.7,39.91,411.52,24.1
131,청주,2019-10,16.5,21.6,12.2,67,84.3,1.1,6.4,57.89,404.75,18.1
131,청주,2019-11,8.7,14.2,4,63,104.9,.9,4.6,63.39,292.37,9.6
131,청주,2019-12,2.3,6.7,-1.5,65,20.1,1,4.8,53.5,226.29,2.7
131,청주,2020-01,2.6,7,-.7,64,62,1.1,6.3,48.92,240.43,2.8
131,청주,2020-02,3.5,8.4,-.8,63,62.7,1.3,5.9,59.82,328.27,5.2
131,청주,2020-03,8.5,14.6,2.9,50,22.9,1.6,6.6,65.67,522.47,9.9
131,청주,2020-04,11.8,18.2,6.2,45,15.7,1.9,7.8,72.57,647.94,15.2
131,청주,2020-05,19.2,24.7,14.5,62,65.3,1.7,6.9,52.36,635.42,22.9
131,청주,2020-06,24.5,29.6,20.4,66,145.9,1.6,5.6,45.39,619.12,29.9
131,청주,2020-07,24.3,27.9,21.1,76,386.6,1.5,6.5,24.53,456.18,26.1
131,청주,2020-08,27.7,31.7,24.7,79,385.8,1.4,6.5,34.76,488.11,30.1
131,청주,2020-09,21.5,26.1,17.8,71,160.6,1.7,7.5,49.54,468.57,24.1
131,청주,2020-10,14.5,20,9.5,61,5.8,1.3,5.6,64.31,429.9,18.9
131,청주,2020-11,8.8,13.6,4.3,61,41,1.2,5.5,58.11,281.85,9.7
131,청주,2020-12,.4,4.9,-3.5,57,4.3,1.2,4.9,59.3,253.94,1
131,청주,2021-01,-1.4,3.5,-5.9,60,12.7,1.3,6.1,60.9,272.83,.1
131,청주,2021-02,3.6,9.1,-1.6,53,7.5,1.6,6.1,66.78,350.53,4.1
131,청주,2021-03,9.6,15.5,4.5,57,76.6,1.4,5.6,59.38,458.67,10.7
131,청주,2021-04,14.8,20.5,9.6,45,46.4,1.8,8.2,58.14,580.04,17.8
131,청주,2021-05,17.8,23,13,62,136.4,1.5,7.8,45.84,561.32,20.2
131,청주,2021-06,23.8,28.7,19.5,66,75.4,1.5,7,46.86,612.12,27.5
131,청주,2021-07,28.3,32.7,24.4,68,138.1,1.6,6.1,52.05,653.71,31.9
131,청주,2021-08,26.1,30,22.8,73,233.1,1.5,7.2,35.53,473.9,28.6
131,청주,2021-09,22.8,27.1,19.1,70,185,1.7,6.2,48.71,450.48,24.2
131,청주,2021-10,16.1,21.3,11.6,68,29.4,1.1,5.9,57.49,402.13,17.6
131,청주,2021-11,9,14.2,4.6,67,57.3,1.1,6,59.47,280.14,9.7
131,청주,2021-12,1.7,6.4,-2.6,61,3.7,1.3,5.5,59.04,249.96,2.2
131,청주,2022-01,-.9,3.9,-5.3,52,1.4,1.2,5.7,66.99,303.44,.1
131,청주,2022-02,0,5.2,-4.3,49,2.4,1.6,5.7,73.32,385.29,2.2
131,청주,2022-03,8.5,14,3.5,58,59,1.4,6.3,51.75,419.78,9.8
131,청주,2022-04,15.2,21.8,9.3,48,45.2,1.6,6.2,69.53,629.81,18.4
131,청주,2022-05,19.7,26,13.8,46,9.1,1.7,5.5,75.19,795.09,25.6
131,청주,2022-06,24.2,29.3,20.2,64,129.6,1.8,6.6,42.42,556.06,28.2
131,청주,2022-07,27.6,31.8,24.3,72,171.7,1.4,4.5,43.95,579.59,30.2
131,청주,2022-08,26.4,29.9,23.4,76,519.4,1.4,6,31.5,432.69,29
131,청주,2022-09,22.8,27.9,18.4,64,116,1.6,6.7,57.31,512.29,27
131,청주,2022-10,15.1,20.3,10.5,64,105.9,1.1,4.7,62.49,425.84,18.3
135,추풍령,2014-07,24,28.9,20,77,74.8,2.2,7.7,37.06,540.87,26.1
135,추풍령,2014-08,22.2,26.2,19.2,83,402.3,2.4,10.4,24.99,377.2,24.2
135,추풍령,2014-09,19.1,25.1,14.1,78,88.8,1.8,6.6,49.5,455.75,22.7
135,추풍령,2014-10,12.6,19.5,6.4,74,121.1,2,10.4,59.47,403.17,13.7
135,추풍령,2014-11,7.1,12.6,1.9,69,78.7,2.5,10.8,52.01,264.89,7
135,추풍령,2014-12,-2.4,1.9,-6.4,64,32,3.7,10.9,56.14,247.15,-1.1
135,추풍령,2015-01,-1.1,3.3,-5.2,64,34.3,3.3,10.6,57.29,274.73,-1
135,추풍령,2015-02,.5,5.7,-3.8,58,30.4,3.5,10.2,57.66,314.36,1
135,추풍령,2015-03,5.8,12.8,-1.2,44,47.7,3.1,11.6,70.2,531.91,6.8
135,추풍령,2015-04,11.7,17.6,5.9,63,100.7,2.9,9.8,44.34,431.54,13.3
135,추풍령,2015-05,18.1,24.9,10.5,53,23.7,2.8,12.9,67.51,714.56,21.9
135,추풍령,2015-06,21,26.8,15.6,67,83.8,2.2,7.5,44.61,560.86,26.1
135,추풍령,2015-07,23.3,28,19.6,78,148.3,2.1,8,37.65,492.47,26.7
135,추풍령,2015-08,23.8,29.4,19.2,77,89.4,1.7,10.3,46.59,521.84,28.3
135,추풍령,2015-09,18.7,24.9,12.9,73,24.2,1.9,6.1,56.09,472.14,22.5
135,추풍령,2015-10,13.8,20.4,7.8,66,79.1,2.4,9.2,70.82,427.21,16
135,추풍령,2015-11,8.5,12.2,4.9,81,127.6,2.3,9.5,24.87,172.32,9.2
135,추풍령,2015-12,1.9,6.1,-2.4,70,39.8,2.7,9.5,46.43,209.81,2.1
135,추풍령,2016-01,-2.3,1.8,-6.2,60,18.9,3.5,14.3,58.88,266.79,-1.5
135,추풍령,2016-02,.4,5.4,-4.1,54,34.2,3.5,10.2,59.51,330.87,.8
135,추풍령,2016-03,6.2,12.5,-.2,52,57.5,2.7,8.2,59.35,478.8,7.4
135,추풍령,2016-04,13.4,19.9,6.8,57,155.8,2.8,12.8,52.97,507.17,14.3
135,추풍령,2016-05,18,25,10.6,56,60.1,2.7,12.5,65.44,690.28,21.1
135,추풍령,2016-06,21.7,27.1,16.8,69,45.5,2.1,7.7,45.62,563.07,26.3
135,추풍령,2016-07,24.6,29.5,20.7,78,304.4,2,8,42.65,537.69,28.1
135,추풍령,2016-08,25.5,31.7,20.7,71,90.6,2.1,8.8,59.47,580.45,29.8
135,추풍령,2016-09,20,24.7,16.3,82,187.2,1.7,6.2,32.38,340.1,22.1
135,추풍령,2016-10,14.2,18.9,10,78,123.8,2.4,8.7,37.17,293.32,16.1
